label,text,spam_categories,target_Bank Scam,target_Gambling Promotion,target_General Spam,target_Phishing,cleaned_text,nb_label
Phishing,Easy money! Like and follow for YouTube Liker and get 691 daily. Apply now: wa.me/639601889889,['Phishing'],0,0,0,1,easy money like follow youtube liker get daily apply wame,Spam
Phishing,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,['Phishing'],0,0,0,1,today voda number ending selected receive reward match please call quoting claim code standard rate apply,Spam
Spam,Health advisory: Our mobile banking app will be down from 12AM to 4AM. Prepare ahead of time.,['General Spam'],0,0,1,0,health advisory mobile banking app prepare ahead time,Spam
"Gambling Promotion, Phishing",BOSS! Swerte mo today. Panalo na sa 777PUB. Free 455 credits: bit.ly/secure-ph-843747,"['Gambling Promotion', 'Phishing']",0,1,0,1,bos swerte today panalo pub free credit urllink,Spam
Ham,P50.00 prepaid credits was loaded to ur mobile# 09548058067 by 09540736506. Trace No: 114277116 08/30/2022 02:36PM.,[],0,0,0,0,p prepaid credit loaded ur mobile trace pm,Ham
Ham,I'm leaving my house now...,[],0,0,0,0,im leaving house,Ham
Phishing,Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-596768,['Phishing'],0,0,0,1,netflix ph membership hold update payment continue urllink,Spam
Spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,['General Spam'],0,0,1,0,important customer service announcement premier call freephone,Spam
Ham,Iwan niyo na lang po ung sukli dyan,[],0,0,0,0,iwan niyo ung sukli dyan,Ham
"Gambling Promotion, Phishing",SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-477172 to avoid deactivation.,"['Gambling Promotion', 'Phishing']",0,1,0,1,sim registration huling babala register sim urllink avoid deactivation,Spam
Phishing,"1.Magdeposito ng 100P, makakuha ng 100P na libre  1q2w3e7.ca",['Phishing'],0,0,0,1,magdeposito p makakuha p libre qweca,Spam
Ham,Your payment of P139.99 to Steam has been successfully processed on 07-19-24 08:31:37 PM. Ref. No. 057047528,[],0,0,0,0,payment p steam successfully processed pm ref,Ham
Ham,317 402 is your Instagram code. Don't share it.,[],0,0,0,0,instagram code dont share,Ham
Ham,"Get work-from-home essentials for as low as PHP 4,130/month with GGives! Pay lighter with 0% down payment. Go to your GCash app and tap GGives to learn more!",[],0,0,0,0,get workfromhome essential low php month ggives pay lighter payment go gcash app tap ggives learn,Ham
Gambling Promotion,"Sa Spins Rounds Challenge, may chance kang manalo ng Yamaha Mio Gravis. Kumuha agad ng bonus sa spnswow.eu !",['Gambling Promotion'],0,1,0,0,spin round challenge may chance kang manalo yamaha mio gravis kumuha agad bonus spnswoweu,Spam
"Bank Scam, Phishing",BPI-Alert: We updated our security system. Please login to verify: bpi-security-update.net,"['Bank Scam', 'Phishing']",1,0,0,1,bpialert updated security system please login verify bpisecurityupdatenet,Spam
Ham,"Enjoy FREE 2GB of data & 50 mins calls to all networks, JUST FOR YOU, when you register to GO59! Text GO59 to 8080 or go to the GlobeOne app now to enjoy this exclusive offer! REF#: FGAM4 ",[],0,0,0,0,enjoy free gb data min call network register go text go go globeone app enjoy exclusive offer ref fgam,Ham
Ham,06/04 18:42: P50.00 loaded to 09129094503 for 1 year. Ref:9D62TJY1WC. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,[],0,0,0,0,p loaded year refdtjywc use gigalife app best promos deal smrtphgigalifeapp,Ham
Ham,You have paid P20.00 of GCash to purchase Php 20 load for 09519418906 on 04-24-22 04:10 PM. Your GCash balance is P138.00. Ref. No. 080402998.,[],0,0,0,0,paid p gcash purchase php load pm gcash balance p ref,Ham
"Gambling Promotion, Phishing","PAY777 Magrehistro upang makatanggap ng 137p, tumaya sa pulang sobre na bonus araw-araw, at tumanggap ng cash na pulang sobre araw-araw: https://pay777.pro/","['Gambling Promotion', 'Phishing']",0,1,0,1,pay magrehistro upang makatanggap p tumaya pulang sobre bonus arawaraw tumanggap cash pulang sobre arawaraw urllink,Spam
Ham,G-575909 is your Google verification code.,[],0,0,0,0,g google verification code,Ham
Ham,Too late. I said i have the website. I didn't i have or dont have the slippers,[],0,0,0,0,late said website didnt dont slipper,Ham
Ham,Use 067746 for two-factor authentication on Facebook.,[],0,0,0,0,use twofactor authentication facebook,Ham
Spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",['General Spam'],0,0,1,0,hot live fantasy call p per min ntt ltd box croydon cr wb national rate call,Spam
Ham,ako na bahala sa conclusion,[],0,0,0,0,ako bahala conclusion,Ham
Ham,Good night guys tulog na ko,[],0,0,0,0,good night guy tulog,Ham
Ham,2/2 Your points will remain intact and can continue to earn from your GigaLifeApp transactions. Thank you for your patience.,[],0,0,0,0,point remain intact continue earn gigalifeapp transaction thank patience,Ham
Phishing,J&T-Notice: Parcel delivery unsuccessful. Schedule another date: jt-reschedule-ph.net,['Phishing'],0,0,0,1,jtnotice parcel delivery unsuccessful schedule another date jtreschedulephnet,Spam
"Bank Scam, Phishing",Verify your PNB mobile number to keep using app: bit.ly/ph-63958,"['Bank Scam', 'Phishing']",1,0,0,1,verify pnb mobile number keep using app urllink,Spam
"Gambling Promotion, Phishing","Hello, new free money bonus 800 with no deposit condition, please login https://www.aq1558.com/?a=101569 to get free money 800 now","['Gambling Promotion', 'Phishing']",0,1,0,1,hello new free money bonus deposit condition please login urllink get free money,Spam
Phishing,Receive 146P FREE on 1st REFER! Claim now: ph.xtas111.net,['Phishing'],0,0,0,1,receive p free st refer claim phxtasnet,Spam
"Gambling Promotion, Phishing",BOSS! Swerte mo today. Panalo na sa MEGA-PANALO. Free 597 credits: bit.ly/secure-ph-938792,"['Gambling Promotion', 'Phishing']",0,1,0,1,bos swerte today panalo megapanalo free credit urllink,Spam
Ham,Your new GCash American Express Virtual Pay security code is 7407. You may change this code anytime in the GCash App for your security. Trace No 575583.,[],0,0,0,0,new gcash american express virtual pay security code may change code anytime gcash app security trace,Ham
Phishing,"C0NGRATS! Napili ur # for P300k from 7-Eleven. To claim, call Atty. Bautista 09225866249.",['Phishing'],0,0,0,1,cngrats napili ur pk eleven claim call atty bautista,Spam
Phishing,Work from home! Facebook Affiliate online tasks. P890 per order. Msg us: wa.me/639860485555,['Phishing'],0,0,0,1,work home facebook affiliate online task p per order msg u wame,Spam
Ham,"Hi everyone, I'll be your person for today.",[],0,0,0,0,hi everyone ill person today,Ham
Ham,Watching telugu movie..wat abt u?,[],0,0,0,0,watching telugu moviewat abt u,Ham
"Gambling Promotion, Phishing",Jackpot winner of P500k in P0BWC! Be next. Register: bit.ly/ph-16987,"['Gambling Promotion', 'Phishing']",0,1,0,1,jackpot winner pk pbwc next register urllink,Spam
Ham,"Gusto naming ready ka kausapin ang Tropa! You get total of 17 GB and Unli Allnet Calls & Texts! That's (FREE 9 GB ALL ACCESS DATA for 5 days from us) when you avail DOBLE GIGA VIDEO+ 75 with 2 GB + 2 GB/day for YouTube, Netflix & MORE + UNLI ALLNET CALLS & TEXTS! For TODAY only! Load via https://smrt.ph/GetSmartApp o *123#",[],0,0,0,0,gusto naming ready ka kausapin tropa get total gb unli allnet call text thats free gb access data day u avail doble giga video gb gbday youtube netflix unli allnet call text today load via urllink,Ham
Gambling Promotion,bonusph.tv/ftj Boost your game with our free deposit money. Perfect for your winning start.,['Gambling Promotion'],0,1,0,0,bonusphtvftj boost game free deposit money perfect winning start,Spam
Phishing,Work from home! Remote Staff online tasks. P398 per order. Msg us: wa.me/639602671929,['Phishing'],0,0,0,1,work home remote staff online task p per order msg u wame,Spam
Spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),['General Spam'],0,0,1,0,girl many local u r virgin r ready fil ur every sexual need u fil text cute p,Spam
Phishing,Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: tinyurl.com/win-today-ph,['Phishing'],0,0,0,1,good day im recruiter lazada resume qualified kday job click apply urllink,Spam
Ham,Chill out and enjoy games while you earn! Start your gaming journey with Basketball Master and Tower Boxer and win boosted tickets and bonuses via GLife!,[],0,0,0,0,chill enjoy game earn start gaming journey basketball master tower boxer win boosted ticket bonus via glife,Ham
"Gambling Promotion, Phishing",Ur the lucky winner of Galaxy S24 from Petron. Valid for 24hrs. Pls call 09118869165.,"['Gambling Promotion', 'Phishing']",0,1,0,1,ur lucky winner galaxy petron valid hr pls call,Spam
Phishing,DITO-SURPRISE: Free 5GB for old subscribers. Claim your gift here: bit.ly/dito-gift-5gb,['Phishing'],0,0,0,1,ditosurprise free gb old subscriber claim gift urllink,Spam
Ham,Bank your way on the BDO Online app - no need to call the hotline! Enjoy features that let you manage your accounts with enhanced security. Try it now!,[],0,0,0,0,bank way bdo online app need call hotline enjoy feature let manage account enhanced security try,Ham
Gambling Promotion,Mark your calendars for March 20! Join the PAYDAY BONANZA! Win free 999p on WinningPlus! Enjoy Weekend High Jackpot Rates & Get Free 588p+388p on WinPlus6.tv,['Gambling Promotion'],0,1,0,0,mark calendar march join payday bonanza win free p winningplus enjoy weekend high jackpot rate get free pp winplustv,Spam
Spam,100 pesos mo gawin nating 200! Copy this to browser [ kklfph.fyi ] to get!,['General Spam'],0,0,1,0,peso gawin nating copy browser kklfphfyi get,Spam
Ham,P50.00 prepaid credits was loaded to ur mobile# 09548058067 by 09540736506. Trace No: 1908276923 08/27/2022 09:55AM.,[],0,0,0,0,p prepaid credit loaded ur mobile trace,Ham
Ham,Send mo na lang sa google drive yung raw files,[],0,0,0,0,send google drive raw file,Ham
Ham,"In the coming weeks, we'll be activating SurfAlert for Globe Prepaid customers as protection from unexpected browsing charges. With SurfAlert, you will automatically be notified when your device connects to the internet after your data allowance has been used up, so you can decide to stop or buy a data promo to keep browsing. If you want to be among the first to enjoy worry-free surfing, just text SURFALERT ON to 8080 for free.",[],0,0,0,0,coming week well activating surfalert globe prepaid customer protection unexpected browsing charge surfalert automatically notified device connects internet data allowance used decide stop buy data promo keep browsing want among first enjoy worryfree surfing text surfalert free,Ham
Phishing,Your order #33816 delivery failed. Update address to avoid return: bit.ly/secure-ph-864289,['Phishing'],0,0,0,1,order delivery failed update address avoid return urllink,Spam
Ham,Siva is in hostel aha:-.,[],0,0,0,0,siva hostel aha,Ham
Ham,11/11 19:37: P50.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:8KB4AI8TSQ. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,[],0,0,0,0,p loaded year refkbaitsq use gigalife app best promos deal smrtphgigalifeapp,Ham
Phishing,Easy money! Like and follow for Amazon PH and get 746 daily. Apply now: wa.me/639891918543,['Phishing'],0,0,0,1,easy money like follow amazon ph get daily apply wame,Spam
"Gambling Promotion, Phishing",Laro na sa 999BET! Get Daily 50 pesos free pag nag-register today. Link d2: bit.ly/secure-ph-234649,"['Gambling Promotion', 'Phishing']",0,1,0,1,laro bet get daily peso free pag nagregister today link urllink,Spam
Ham,#BDOAntiScam: 'Wag ibigay ang iyong account details at One-Time PIN (OTP) sa mga nagpapanggap na BDO officers. Hindi kailanman hihingin ng BDO ang iyong OTP.,[],0,0,0,0,bdoantiscam wag ibigay iyong account detail onetime pin otp nagpapanggap bdo officer hindi kailanman hihingin bdo iyong otp,Ham
Ham,"Enjoy Disney+ with Globe! Last chance to subscribe! Save 42%* with a Mobile Annual Plan before price increases on April 24, 2024 (*Savings compared to the new subscription price for a Basic Annual Plan starting from April 24, 2024). Available to Globe customers via the GlobeOne app. Terms and conditions apply. Don't miss out! No advisories? Text OFF to 2686 for free",[],0,0,0,0,enjoy disney globe last chance subscribe save mobile annual plan price increase april saving compared new subscription price basic annual plan starting april available globe customer via globeone app term condition apply dont miss advisory text free,Ham
Phishing,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,['Phishing'],0,0,0,1,life never much fun great came made truly special wont forget enjoy one gbpsms,Spam
Phishing,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",['Phishing'],0,0,0,1,dont prize go another customer tc urllink pmin polo ltd suite london wj hl please call back busy,Spam
Ham,"Need to borrow an extra P50 load? Simply text LOAN P3LOAD50 to 3733. A loan service fee of P3 will apply and your loan will be collected on your next load purchase. For more loan offers with only P1 service fee, check the GlobeOne app. No data charges will apply when using the app to borrow.",[],0,0,0,0,need borrow extra p load simply text loan pload loan service fee p apply loan collected next load purchase loan offer p service fee check globeone app data charge apply using app borrow,Ham
Phishing,"C0NGRATS! Napili ur # for 1 Million from Shopee Raffle. To claim, call Atty. Villanueva 09625018552.",['Phishing'],0,0,0,1,cngrats napili ur million shopee raffle claim call atty villanueva,Spam
Phishing,"HIRING: App reviewer needed. P1,000 per day kita. Join: bit.ly/ph-app-jobs",['Phishing'],0,0,0,1,hiring app reviewer needed p per day kita join urllink,Spam
Phishing,Good day! Im recruiter from Zalora. Your resume is qualified for 5k/day job. Click to apply: bit.ly/update-ph-2025,['Phishing'],0,0,0,1,good day im recruiter zalora resume qualified kday job click apply urllink,Spam
Phishing,"CASH-MABALIS: Approved ka agad! P50k max loan, low interest. Get cash: cash-mabilis-ph.com",['Phishing'],0,0,0,1,cashmabalis approved ka agad pk max loan low interest get cash cashmabilisphcom,Spam
Ham,ingat sa pag uwi ha,[],0,0,0,0,ingat pag uwi,Ham
Ham,andito na ko sa tricycle,[],0,0,0,0,andito tricycle,Ham
Ham,"Don't miss your chance to enjoy FREE 2GB of data & 50 mins calls to all networks, valid for 3 days, when you register to GO59 before 06/26/2025. REF#: FGAM4 ",[],0,0,0,0,dont miss chance enjoy free gb data min call network valid day register go ref fgam,Ham
Ham,wag kalimutan yung mantika,[],0,0,0,0,wag kalimutan mantika,Ham
Ham,"Take advantage of our ongoing Scan to Pay promo on BDO Pay! Get 50 Peso Points for every P1,000 spent from August 15 to October 31, 2024. Use the points you'll earn for shopping, credit card payments, and more! Download now!",[],0,0,0,0,take advantage ongoing scan pay promo bdo pay get peso point every p spent august october use point youll earn shopping credit card payment download,Ham
